,Store,Brand,Type,Gender,Size,Color,Category,Sales.Price,Date,Time,Loyalty,Month,NA.,test
447,Rotterdam,Asics,Nimbus 17,Male,44,Black,Shoe,128,7/24/15,1899-12-30 16:44:44,37958,7,30,
448,Rotterdam,Asics,MB1878,Male,41,Black,Pants,99,7/24/15,1899-12-30 16:56:11,---,7,30,
449,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/24/15,1899-12-30 17:09:17,39062,7,30,
450,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/24/15,1899-12-30 17:20:44,32703,7,30,
451,Rotterdam,Asics,WB2585,Female,44,Black,Pants,99,7/24/15,1899-12-30 17:35:28,---,7,30,
452,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/24/15,1899-12-30 09:05:46,59479,7,30,
453,Tokyo,Nike,Dri-Fit No-Show,Unisex,38-40,Black,Socks,20,7/24/15,1899-12-30 11:03:51,51852,7,30,
454,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/24/15,1899-12-30 11:03:51,51852,7,30,
455,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Black,Socks,21,7/24/15,1899-12-30 13:12:00,---,7,30,
456,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Black,Socks,21,7/24/15,1899-12-30 14:47:03,56399,7,30,
457,Tokyo,Nike,Hyper Elite Crew,Unisex,46-48,Black,Socks,20,7/24/15,1899-12-30 15:01:27,50031,7,30,
458,Tokyo,Asics,WB1820,Female,41,Black,Pants,89,7/24/15,1899-12-30 20:54:15,53096,7,30,
459,Tokyo,Asics,WB1820,Female,40,Black,Pants,89,7/24/15,1899-12-30 21:08:39,---,7,30,
460,Tokyo,Nike,Pro Hero,Female,75C,Black,Bra,99,7/24/15,1899-12-30 21:59:03,58672,7,30,
461,Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/24/15,1899-12-30 22:27:51,51432,7,30,
462,Tokyo,Adidas,Rocket Boost,Female,45,Black,Shoe,100,7/24/15,1899-12-30 16:46:22,59735,7,30,
463,Tokyo,Adidas,Boston 5,Male,39,Black,Shoe,125,7/24/15,1899-12-30 15:11:28,---,7,30,
464,Tokyo,Adidas,Rocket Boost,Male,43,Black,Shoe,110,7/24/15,1899-12-30 14:20:44,54250,7,30,
465,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/25/15,1899-12-30 09:12:58,---,7,30,
466,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/25/15,1899-12-30 10:46:34,41798,7,30,
467,Tokyo,Nike,Hyper Elite Crew,Unisex,46-48,Black,Socks,20,7/25/15,1899-12-30 10:46:34,41798,7,30,
468,Tokyo,Nike,Pro Hero,Female,70B,Black,Bra,99,7/25/15,1899-12-30 11:06:44,---,7,30,
469,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/25/15,1899-12-30 11:39:51,40997,7,30,
470,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/25/15,1899-12-30 12:18:44,---,7,30,
471,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/25/15,1899-12-30 13:27:51,---,7,30,
472,Tokyo,Asics,Hera Deux Single Tab,Female,46-48,Black,Socks,12.99,7/25/15,1899-12-30 13:33:36,48457,7,30,
473,Tokyo,Asics,WB1820,Female,42,Black,Pants,89,7/25/15,1899-12-30 15:10:05,49781,7,30,
474,Tokyo,Asics,Cummulus 17,Male,46,Black,Shoe,159,7/25/15,1899-12-30 18:54:44,42200,7,30,
475,Tokyo,Asics,WB2585,Female,46,Black,Pants,99,7/25/15,1899-12-30 19:46:34,45200,7,30,
476,Tokyo,Asics,Quick Light Cushion,Unisex,40-42,Black,Socks,19,7/25/15,1899-12-30 19:52:20,---,7,30,
477,Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Black,Socks,19,7/25/15,1899-12-30 22:49:27,44396,7,30,
478,Tokyo,Asics,WB1820,Female,42,Black,Pants,89,7/25/15,1899-12-30 23:00:58,---,7,30,
479,Tokyo,Asics,WB1820,Female,39,Black,Pants,89,7/25/15,1899-12-30 23:52:48,---,7,30,
480,Rotterdam,Asics,Kayano Single Tab,Unisex,40-42,Black,Socks,24.99,7/25/15,1899-12-30 09:54:00,38999,7,30,
481,Rotterdam,Asics,MB1878,Male,42,Black,Pants,99,7/25/15,1899-12-30 10:28:22,---,7,30,
482,Rotterdam,Asics,WB2585,Female,36,Black,Pants,99,7/25/15,1899-12-30 10:59:28,39639,7,30,
483,Rotterdam,Nike,Pro Classic,Female,85D,Black,Bra,100,7/25/15,1899-12-30 11:32:11,---,7,30,
484,Rotterdam,Asics,MB1878,Male,40,Black,Pants,99,7/25/15,1899-12-30 11:53:28,39728,7,30,
485,Rotterdam,Nike,Dri-Fit No-Show,Unisex,44-46,Black,Socks,20,7/25/15,1899-12-30 12:09:50,---,7,30,
486,Rotterdam,Asics,WB1820,Female,45,Black,Pants,89,7/25/15,1899-12-30 12:24:33,35948,7,30,
487,Rotterdam,Asics,MB1878,Male,44,Black,Pants,99,7/25/15,1899-12-30 12:49:06,34428,7,30,
488,Rotterdam,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,7/25/15,1899-12-30 13:36:33,---,7,30,
489,Rotterdam,Asics,Kayano Single Tab,Unisex,38-40,Black,Socks,24.99,7/25/15,1899-12-30 13:39:50,35314,7,30,
490,Rotterdam,Asics,WB1820,Female,37,Black,Pants,89,7/25/15,1899-12-30 13:41:28,39755,7,30,
491,Rotterdam,Asics,WB2585,Female,38,Black,Pants,99,7/25/15,1899-12-30 16:23:28,35161,7,30,
492,Rotterdam,Nike,Pro Fierce,Female,90B,Black,Bra,149,7/25/15,1899-12-30 16:56:11,33961,7,30,
493,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/25/15,1899-12-30 17:20:44,33632,7,30,
494,Tokyo,Asics,WB1820,Female,41,Black,Pants,89,7/25/15,1899-12-30 08:47:03,52379,7,30,
495,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/25/15,1899-12-30 10:23:32,---,7,30,
496,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/25/15,1899-12-30 10:36:29,---,7,30,
497,Tokyo,Nike,Hyper Elite Crew,Unisex,46-48,Black,Socks,20,7/25/15,1899-12-30 11:51:22,55613,7,30,
498,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/25/15,1899-12-30 14:28:20,54324,7,30,
499,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/25/15,1899-12-30 14:41:17,52826,7,30,
500,Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Black,Socks,20,7/25/15,1899-12-30 16:01:56,59966,7,30,
501,Tokyo,Nike,Hyper Elite Crew,Unisex,36-38,Black,Socks,20,7/25/15,1899-12-30 18:15:51,56707,7,30,
502,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Black,Socks,21,7/25/15,1899-12-30 20:00:58,---,7,30,
503,Tokyo,Adidas,Rocket Boost,Female,44,Black,Shoe,100,7/25/15,1899-12-30 11:28:55,44858,7,30,
504,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/26/15,1899-12-30 07:22:05,46759,7,31,
505,Tokyo,Asics,Hera Deux Single Tab,Female,42-44,Black,Socks,12.99,7/26/15,1899-12-30 09:41:46,---,7,31,
506,Tokyo,Asics,WB2585,Female,41,Black,Pants,99,7/26/15,1899-12-30 10:04:48,40000,7,31,
507,Tokyo,Asics,WB2585,Female,40,Black,Pants,99,7/26/15,1899-12-30 10:22:05,49126,7,31,
508,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/26/15,1899-12-30 10:45:08,49424,7,31,
509,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/26/15,1899-12-30 12:27:22,41276,7,31,
510,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/26/15,1899-12-30 14:44:10,---,7,31,
511,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/26/15,1899-12-30 15:28:48,41527,7,31,
512,Tokyo,Asics,MB1878,Male,36,Black,Pants,99,7/26/15,1899-12-30 15:59:03,44780,7,31,
513,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/26/15,1899-12-30 16:37:56,46786,7,31,
514,Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Black,Socks,20,7/26/15,1899-12-30 16:48:00,40374,7,31,
515,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/26/15,1899-12-30 20:13:56,43460,7,31,
516,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/26/15,1899-12-30 20:15:22,46848,7,31,
517,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/26/15,1899-12-30 22:42:15,49453,7,31,
518,Rotterdam,Asics,MB1878,Male,41,Black,Pants,99,7/26/15,1899-12-30 09:32:44,35546,7,31,
519,Rotterdam,Asics,WB2585,Female,46,Black,Pants,99,7/26/15,1899-12-30 10:20:11,36638,7,31,
520,Rotterdam,Nike,Pro Hero,Female,90D,Black,Bra,99,7/26/15,1899-12-30 10:52:55,31672,7,31,
521,Rotterdam,Asics,MB1878,Male,36,Black,Pants,99,7/26/15,1899-12-30 11:20:44,---,7,31,
522,Rotterdam,Asics,Hera Deux Single Tab,Female,42-44,Black,Socks,12.99,7/26/15,1899-12-30 11:27:17,39681,7,31,
523,Rotterdam,Nike,Hyper Elite Crew,Unisex,42-44,Black,Socks,20,7/26/15,1899-12-30 11:30:33,---,7,31,
524,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Black,Socks,21,7/26/15,1899-12-30 12:42:33,---,7,31,
525,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/26/15,1899-12-30 14:25:39,---,7,31,
526,Rotterdam,Asics,WB1820,Female,39,Black,Pants,89,7/26/15,1899-12-30 15:09:50,36834,7,31,
527,Rotterdam,Asics,MB1878,Male,45,Black,Pants,99,7/26/15,1899-12-30 15:11:28,---,7,31,
528,Rotterdam,Asics,WB2585,Female,38,Black,Pants,99,7/26/15,1899-12-30 15:22:55,39624,7,31,
529,Rotterdam,Asics,WB2585,Female,43,Black,Pants,99,7/26/15,1899-12-30 15:24:33,---,7,31,
530,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/26/15,1899-12-30 15:26:11,37829,7,31,
531,Rotterdam,Asics,MB1878,Male,45,Black,Pants,99,7/26/15,1899-12-30 15:52:22,35277,7,31,
532,Rotterdam,Asics,Quick Light Cushion,Unisex,42-44,Black,Socks,19,7/26/15,1899-12-30 16:03:50,---,7,31,
533,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/26/15,1899-12-30 16:30:00,38360,7,31,
534,Rotterdam,Asics,MB1878,Male,40,Black,Pants,99,7/26/15,1899-12-30 16:31:39,38588,7,31,
535,Rotterdam,Asics,MB1878,Male,45,Black,Pants,99,7/26/15,1899-12-30 17:10:55,---,7,31,
536,Rotterdam,Asics,Cummulus 17,Male,36,Black,Shoe,159,7/26/15,1899-12-30 17:10:55,---,7,31,
537,Rotterdam,Asics,WB2585,Female,40,Black,Pants,99,7/26/15,1899-12-30 17:19:06,37377,7,31,
538,Rotterdam,Asics,MB1878,Male,45,Black,Pants,99,7/26/15,1899-12-30 17:25:39,38178,7,31,
539,Rotterdam,Nike,Pro Fierce,Female,75C,Black,Bra,149,7/26/15,1899-12-30 17:32:11,39493,7,31,
540,Rotterdam,Asics,WB1820,Female,36,Black,Pants,89,7/26/15,1899-12-30 17:35:28,32566,7,31,
541,Tokyo,Nike,Dri-Fit No-Show,Unisex,38-40,Black,Socks,20,7/26/15,1899-12-30 09:14:24,---,7,31,
542,Tokyo,Nike,Pro Indy,Female,80C,Black,Bra,123,7/26/15,1899-12-30 12:23:03,51544,7,31,
543,Tokyo,Nike,Pro Classic,Female,65B,Black,Bra,100,7/26/15,1899-12-30 12:24:29,53888,7,31,
544,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/26/15,1899-12-30 14:45:36,---,7,31,
545,Tokyo,Nike,Air Zoom,Male,39,Black,Shoe,220,7/26/15,1899-12-30 18:05:46,---,7,31,
546,Tokyo,Nike,Pro Indy,Female,85E,Black,Bra,123,7/26/15,1899-12-30 19:27:51,57738,7,31,
547,Tokyo,Nike,Dri-Fit No-Show,Unisex,46-48,Black,Socks,20,7/26/15,1899-12-30 19:58:05,---,7,31,
548,Tokyo,Asics,MB1878,Male,38,Black,Pants,99,7/26/15,1899-12-30 21:24:29,---,7,31,
549,Tokyo,Asics,Cummulus 17,Female,38,Black,Shoe,159,7/26/15,1899-12-30 22:43:41,50344,7,31,
550,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/27/15,1899-12-30 09:15:51,47570,7,31,
551,Tokyo,Asics,WB1820,Female,40,Black,Pants,89,7/27/15,1899-12-30 10:01:56,45551,7,31,
552,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/27/15,1899-12-30 10:07:41,47830,7,31,
553,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/27/15,1899-12-30 10:40:48,---,7,31,
554,Tokyo,Asics,WB1820,Female,45,Black,Pants,89,7/27/15,1899-12-30 11:29:46,43180,7,31,
555,Tokyo,Asics,MB1878,Male,38,Black,Pants,99,7/27/15,1899-12-30 11:54:15,44289,7,31,
556,Tokyo,Asics,MB1878,Male,37,Black,Pants,99,7/27/15,1899-12-30 13:35:03,41931,7,31,
557,Tokyo,Asics,MB1878,Male,45,Black,Pants,99,7/27/15,1899-12-30 13:49:27,---,7,31,
558,Tokyo,Nike,Hyper Elite Crew,Unisex,40-42,Black,Socks,20,7/27/15,1899-12-30 14:03:51,---,7,31,
559,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Black,Socks,21,7/27/15,1899-12-30 14:06:44,41477,7,31,
560,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/27/15,1899-12-30 14:16:48,---,7,31,
561,Tokyo,Asics,Quick Light Cushion,Unisex,40-42,Black,Socks,19,7/27/15,1899-12-30 14:42:44,---,7,31,
562,Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/27/15,1899-12-30 18:43:12,49032,7,31,
563,Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Black,Socks,20,7/27/15,1899-12-30 18:43:12,49032,7,31,
564,Tokyo,Asics,MB1878,Male,46,Black,Pants,99,7/27/15,1899-12-30 19:50:53,43793,7,31,
565,Tokyo,Asics,Hera Deux Single Tab,Female,38-40,Black,Socks,12.99,7/27/15,1899-12-30 20:19:41,47277,7,31,
566,Tokyo,Nike,Dri-Fit No-Show,Unisex,36-38,Black,Socks,20,7/27/15,1899-12-30 22:24:58,42186,7,31,
567,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Black,Socks,21,7/27/15,1899-12-30 22:30:44,46224,7,31,
568,Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Black,Socks,19,7/27/15,1899-12-30 22:42:15,43950,7,31,
569,Rotterdam,Nike,Pro Classic,Female,90E,Black,Bra,100,7/27/15,1899-12-30 09:32:44,32544,7,31,
570,Rotterdam,Nike,Pro Classic,Female,90F,Black,Bra,100,7/27/15,1899-12-30 09:45:50,39866,7,31,
571,Rotterdam,Asics,MB1878,Male,40,Black,Pants,99,7/27/15,1899-12-30 09:58:55,36212,7,31,
572,Rotterdam,Asics,MB1878,Male,38,Black,Pants,99,7/27/15,1899-12-30 10:16:55,30209,7,31,
573,Rotterdam,Asics,WB1820,Female,44,Black,Pants,89,7/27/15,1899-12-30 12:37:39,---,7,31,
574,Rotterdam,Nike,Dri-Fit No-Show,Unisex,40-42,Black,Socks,20,7/27/15,1899-12-30 13:00:33,31856,7,31,
575,Rotterdam,Asics,WB2585,Female,39,Black,Pants,99,7/27/15,1899-12-30 13:28:22,34397,7,31,
576,Rotterdam,Asics,MB1878,Male,39,Black,Pants,99,7/27/15,1899-12-30 13:49:39,35005,7,31,
577,Rotterdam,Asics,WB1820,Female,37,Black,Pants,89,7/27/15,1899-12-30 15:44:11,33220,7,31,
578,Rotterdam,Asics,MB1878,Male,42,Black,Pants,99,7/27/15,1899-12-30 15:55:39,38092,7,31,
579,Rotterdam,Asics,WB2585,Female,41,Black,Pants,99,7/27/15,1899-12-30 16:07:06,39732,7,31,
580,Rotterdam,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/27/15,1899-12-30 16:38:11,38508,7,31,
581,Rotterdam,Nike,Pro Classic,Female,85B,Black,Bra,100,7/27/15,1899-12-30 17:17:28,36208,7,31,
582,Rotterdam,Asics,Kayano Single Tab,Unisex,44-46,Black,Socks,24.99,7/27/15,1899-12-30 17:27:17,---,7,31,
583,Rotterdam,Asics,MB1878,Male,42,Black,Pants,99,7/27/15,1899-12-30 17:28:55,37613,7,31,
584,Rotterdam,Asics,WB2585,Female,38,Black,Pants,99,7/27/15,1899-12-30 17:40:22,---,7,31,
585,Tokyo,Nike,Air Zoom,Male,44,Black,Shoe,220,7/27/15,1899-12-30 11:12:29,---,7,31,
586,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/27/15,1899-12-30 11:49:56,54536,7,31,
587,Tokyo,Asics,MB1878,Male,37,Black,Pants,99,7/27/15,1899-12-30 12:07:12,55938,7,31,
588,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/27/15,1899-12-30 12:20:10,---,7,31,
589,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/27/15,1899-12-30 12:37:27,59656,7,31,
590,Tokyo,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20,7/27/15,1899-12-30 14:11:03,---,7,31,
591,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Black,Socks,21,7/27/15,1899-12-30 14:51:22,53354,7,31,
592,Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Black,Socks,24.99,7/27/15,1899-12-30 17:31:12,51347,7,31,
593,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Black,Socks,21,7/27/15,1899-12-30 17:42:44,53237,7,31,
594,Tokyo,Nike,Dri-Fit No-Show,Unisex,46-48,Black,Socks,20,7/27/15,1899-12-30 18:28:48,52767,7,31,
595,Tokyo,Asics,Quick Light Cushion,Unisex,38-40,Black,Socks,19,7/27/15,1899-12-30 18:31:41,51891,7,31,
596,Tokyo,Asics,MB1878,Male,37,Black,Pants,99,7/27/15,1899-12-30 18:44:39,56521,7,31,
597,Tokyo,Nike,Pro Fierce,Female,70C,Black,Bra,149,7/27/15,1899-12-30 19:14:53,---,7,31,
598,Tokyo,Asics,MB1878,Male,37,Black,Pants,99,7/27/15,1899-12-30 21:23:03,51023,7,31,
599,Tokyo,Asics,Hera Deux Single Tab,Female,36-38,Black,Socks,12.99,7/27/15,1899-12-30 22:12:00,---,7,31,
600,Tokyo,Adidas,Ultra Boost,Female,40,Black,Shoe,139,7/27/15,1899-12-30 14:25:39,50593,7,31,
601,Tokyo,Adidas,Rocket Boost,Male,42,Black,Shoe,110,7/27/15,1899-12-30 14:19:06,46956,7,31,
602,Tokyo,Asics,WB1820,Female,44,Black,Pants,89,7/28/15,1899-12-30 07:37:56,---,7,31,
603,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/28/15,1899-12-30 09:04:20,49836,7,31,
604,Tokyo,Asics,Quick Light Cushion,Unisex,36-38,Black,Socks,19,7/28/15,1899-12-30 09:51:51,---,7,31,
605,Tokyo,Asics,MB1878,Male,42,Black,Pants,99,7/28/15,1899-12-30 10:06:15,41818,7,31,
606,Tokyo,Asics,WB2585,Female,37,Black,Pants,99,7/28/15,1899-12-30 10:20:39,43324,7,31,
607,Tokyo,Asics,WB2585,Female,44,Black,Pants,99,7/28/15,1899-12-30 11:11:03,42520,7,31,
608,Tokyo,Asics,MB1878,Male,43,Black,Pants,99,7/28/15,1899-12-30 12:00:00,---,7,31,
609,Tokyo,Asics,WB2585,Female,38,Black,Pants,99,7/28/15,1899-12-30 12:10:05,49764,7,31,
610,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/28/15,1899-12-30 13:52:20,---,7,31,
611,Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Black,Socks,21,7/28/15,1899-12-30 14:47:03,44213,7,31,
612,Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Black,Socks,24.99,7/28/15,1899-12-30 15:31:41,---,7,31,
613,Tokyo,Asics,MB1878,Male,37,Black,Pants,99,7/28/15,1899-12-30 18:56:10,45995,7,31,
614,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/28/15,1899-12-30 19:20:39,42633,7,31,
615,Tokyo,Asics,Nimbus 17,Male,46,Black,Shoe,128,7/28/15,1899-12-30 20:13:56,---,7,31,
616,Tokyo,Asics,WB2585,Female,43,Black,Pants,99,7/28/15,1899-12-30 20:49:56,---,7,31,
617,Tokyo,Asics,Quick Light Cushion,Unisex,40-42,Black,Socks,19,7/28/15,1899-12-30 20:55:41,44606,7,31,
618,Tokyo,Asics,MB1878,Male,41,Black,Pants,99,7/28/15,1899-12-30 21:41:46,43157,7,31,
619,Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/28/15,1899-12-30 22:03:22,47561,7,31,
620,Tokyo,Asics,Hera Deux Single Tab,Female,46-48,Black,Socks,12.99,7/28/15,1899-12-30 22:22:05,---,7,31,
621,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/28/15,1899-12-30 23:28:20,45326,7,31,
622,Tokyo,Asics,MB1878,Male,40,Black,Pants,99,7/28/15,1899-12-30 23:52:48,48268,7,31,
623,Rotterdam,Asics,Hera Deux Single Tab,Female,36-38,Black,Socks,12.99,7/28/15,1899-12-30 10:38:11,30760,7,31,
624,Rotterdam,Asics,Kayano Single Tab,Unisex,40-42,Black,Socks,24.99,7/28/15,1899-12-30 10:43:06,31632,7,31,
625,Rotterdam,Asics,WB2585,Female,43,Black,Pants,99,7/28/15,1899-12-30 11:27:17,37594,7,31,
626,Rotterdam,Nike,Pro Fierce,Female,75F,Black,Bra,149,7/28/15,1899-12-30 12:11:28,36234,7,31,
627,Rotterdam,Asics,WB2585,Female,40,Black,Pants,99,7/28/15,1899-12-30 12:47:28,35985,7,31,
628,Rotterdam,Asics,Quick Light Cushion,Unisex,40-42,Black,Socks,19,7/28/15,1899-12-30 13:12:00,31372,7,31,
629,Rotterdam,Asics,Quick Light Cushion,Unisex,42-44,Black,Socks,19,7/28/15,1899-12-30 13:13:39,---,7,31,
630,Rotterdam,Nike,Dri-Fit No-Show,Unisex,42-44,Black,Socks,20,7/28/15,1899-12-30 14:38:44,---,7,31,
631,Rotterdam,Asics,MB1878,Male,46,Black,Pants,99,7/28/15,1899-12-30 14:45:17,---,7,31,
632,Rotterdam,Nike,Free 5.0,Male,43,Black,Shoe,239,7/28/15,1899-12-30 15:06:33,38756,7,31,
633,Rotterdam,Asics,Cummulus 17,Female,43,Black,Shoe,159,7/28/15,1899-12-30 15:29:28,32254,7,31,
634,Rotterdam,Asics,MB1878,Male,41,Black,Pants,99,7/28/15,1899-12-30 15:54:00,37299,7,31,
635,Rotterdam,Asics,WB2585,Female,36,Black,Pants,99,7/28/15,1899-12-30 16:10:22,---,7,31,
636,Rotterdam,Asics,MB1878,Male,43,Black,Pants,99,7/28/15,1899-12-30 16:18:33,35842,7,31,
637,Rotterdam,Asics,MB1878,Male,42,Black,Pants,99,7/28/15,1899-12-30 17:14:11,31627,7,31,
638,Tokyo,Asics,Cummulus 17,Female,42,Black,Shoe,159,7/28/15,1899-12-30 08:34:05,56516,7,31,
639,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/28/15,1899-12-30 08:42:44,55270,7,31,
640,Tokyo,Asics,Cummulus 17,Female,42,Black,Shoe,159,7/28/15,1899-12-30 08:52:48,59179,7,31,
641,Tokyo,Asics,MB1878,Male,36,Black,Pants,99,7/28/15,1899-12-30 09:07:12,53357,7,31,
642,Tokyo,Asics,WB1820,Female,44,Black,Pants,89,7/28/15,1899-12-30 09:56:10,54327,7,31,
643,Tokyo,Nike,Pro Indy,Female,70C,Black,Bra,123,7/28/15,1899-12-30 11:03:51,54475,7,31,
644,Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Black,Socks,19,7/28/15,1899-12-30 11:32:39,---,7,31,
645,Tokyo,Asics,MB1878,Male,38,Black,Pants,99,7/28/15,1899-12-30 16:14:53,50978,7,31,
646,Tokyo,Asics,WB1820,Female,43,Black,Pants,89,7/28/15,1899-12-30 16:52:20,50391,7,31,
647,Tokyo,Nike,Free 5.0,Male,45,Black,Shoe,239,7/28/15,1899-12-30 17:28:20,---,7,31,
648,Tokyo,Asics,MB1878,Male,36,Black,Pants,99,7/28/15,1899-12-30 21:12:58,55024,7,31,
649,Tokyo,Nike,Pro Fierce,Female,90D,Black,Bra,149,7/28/15,1899-12-30 21:34:34,57158,7,31,
650,Tokyo,Nike,Dri-Fit No-Show,Unisex,40-42,Black,Socks,20,7/28/15,1899-12-30 21:47:32,54267,7,31,
651,Tokyo,Adidas,Boston 5,Male,37,Black,Shoe,125,7/28/15,1899-12-30 15:24:33,58430,7,31,
652,Tokyo,Adidas,Boston 5,Male,45,Black,Shoe,125,7/28/15,1899-12-30 16:25:06,57969,7,31,
653,Tokyo,Adidas,Ultra Boost,Female,43,Black,Shoe,139,7/28/15,1899-12-30 15:09:50,46258,7,31,
654,Tokyo,Asics,WB2585,Female,44,Black,Pants,99,7/29/15,1899-12-30 09:51:51,41652,7,31,
655,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/29/15,1899-12-30 11:19:41,48141,7,31,
656,Tokyo,Asics,WB2585,Female,38,Black,Pants,99,7/29/15,1899-12-30 11:38:24,---,7,31,
657,Tokyo,Asics,Quick Light Cushion,Unisex,40-42,Black,Socks,19,7/29/15,1899-12-30 11:45:36,40760,7,31,
658,Tokyo,Nike,Hyper Elite Crew,Unisex,42-44,Black,Socks,20,7/29/15,1899-12-30 11:52:48,---,7,31,
659,Tokyo,Asics,Cummulus 17,Male,42,Black,Shoe,159,7/29/15,1899-12-30 13:32:10,49264,7,31,
660,Tokyo,Nike,Dri-Fit No-Show,Unisex,40-42,Black,Socks,20,7/29/15,1899-12-30 16:12:00,---,7,31,
661,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/29/15,1899-12-30 17:45:36,42769,7,31,
662,Tokyo,Asics,MB1878,Male,39,Black,Pants,99,7/29/15,1899-12-30 19:24:58,47985,7,31,
663,Tokyo,Asics,MB1878,Male,44,Black,Pants,99,7/29/15,1899-12-30 19:58:05,43181,7,31,
664,Rotterdam,Asics,WB2585,Female,43,Black,Pants,99,7/29/15,1899-12-30 09:45:50,38025,7,31,
665,Rotterdam,Asics,Kayano Single Tab,Unisex,36-38,Black,Socks,24.99,7/29/15,1899-12-30 10:13:39,38754,7,31,
666,Rotterdam,Asics,MB1878,Male,36,Black,Pants,99,7/29/15,1899-12-30 10:21:50,39779,7,31,
667,Rotterdam,Nike,Hyper Elite Crew,Unisex,46-48,Black,Socks,20,7/29/15,1899-12-30 10:30:00,---,7,31,
668,Rotterdam,Nike,Dri-Fit No-Show,Unisex,40-42,Black,Socks,20,7/29/15,1899-12-30 10:39:50,---,7,31,
669,Rotterdam,Asics,MB1878,Male,44,Black,Pants,99,7/29/15,1899-12-30 11:19:06,31379,7,31,
670,Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Black,Socks,21,7/29/15,1899-12-30 15:09:50,38003,7,31,
